Validation_Set,Topics,Alpha,Beta,Coherence
sentimen_tri_pos,9,asymmetric,0.9099999999999999,0.37321918503159907
sentimen_tri_pos,9,asymmetric,symmetric,0.3968152020660705
sentimen_tri_pos,10,0.01,0.01,0.3460161913480662
sentimen_tri_pos,10,0.01,0.31,0.3811007824352286
sentimen_tri_pos,10,0.01,0.61,0.38060085855314957
sentimen_tri_pos,10,0.01,0.9099999999999999,0.41225788468853
sentimen_tri_pos,10,0.01,symmetric,0.3422070354242428
sentimen_tri_pos,10,0.31,0.01,0.36618731799534976
sentimen_tri_pos,10,0.31,0.31,0.39351756319737674
sentimen_tri_pos,10,0.31,0.61,0.3740718372474726
sentimen_tri_pos,10,0.31,0.9099999999999999,0.3740752681649484
sentimen_tri_pos,10,0.31,symmetric,0.36824857163240665
sentimen_tri_pos,10,0.61,0.01,0.352381566875831
sentimen_tri_pos,10,0.61,0.31,0.35520316978381594
sentimen_tri_pos,10,0.61,0.61,0.35124125742088347
sentimen_tri_pos,10,0.61,0.9099999999999999,0.3884161290025764
sentimen_tri_pos,10,0.61,symmetric,0.36798613380360207
sentimen_tri_pos,10,0.9099999999999999,0.01,0.35881567492489574
sentimen_tri_pos,10,0.9099999999999999,0.31,0.36986713058936116
sentimen_tri_pos,10,0.9099999999999999,0.61,0.3747649153216224
sentimen_tri_pos,10,0.9099999999999999,0.9099999999999999,0.3591641480139506
sentimen_tri_pos,10,0.9099999999999999,symmetric,0.3681671616023933
sentimen_tri_pos,10,symmetric,0.01,0.36189818956029135
sentimen_tri_pos,10,symmetric,0.31,0.36550221536347827
sentimen_tri_pos,10,symmetric,0.61,0.39943735436065725
sentimen_tri_pos,10,symmetric,0.9099999999999999,0.43135324136762343
sentimen_tri_pos,10,symmetric,symmetric,0.36894126154982465
sentimen_tri_pos,10,asymmetric,0.01,0.382108509850908
sentimen_tri_pos,10,asymmetric,0.31,0.39894319074917367
sentimen_tri_pos,10,asymmetric,0.61,0.3932195518926091
sentimen_tri_pos,10,asymmetric,0.9099999999999999,0.3954295270629289
sentimen_tri_pos,10,asymmetric,symmetric,0.4058707130766682
